2.053252803516168734e-01
9.584045780193770070e-02
7.883293009796449313e-02
7.006631354712342108e-02
6.418032056489898773e-02
5.974350563306537326e-02
5.617410648812113522e-02
5.318918441894629479e-02
5.064603933570181044e-02
4.845347123867570910e-02
